mapblklot,analysis_neighborhood,Height_Ft
6477020,Excelsior,40
3617028,Mission,40
7042A021,Outer Mission,40
3212024,Outer Mission,40
6465004,Excelsior,40
0336008,Tenderloin,80
4067002,Potrero Hill,40
0041006,North Beach,40
4068034,Potrero Hill,40
0772022,Western Addition,50
0226005,Chinatown,50
6007012,Excelsior,40
5936009,Excelsior,40
6362036,Visitacion Valley,40
3522053,Mission,40
5326015,Bayview Hunters Point,40
0254092,Nob Hill,65
7100043,Outer Mission,40
7044B020,Outer Mission,40
4715014,Bayview Hunters Point,40
0732026,Western Addition,130
3149032F,Outer Mission,40
5840031,Bernal Heights,40
5463022,Bayview Hunters Point,40
6447025,Excelsior,40
0130027,Chinatown,40
6190065,Visitacion Valley,40
3618049,Mission,40
6995002,Oceanview/Merced/Ingleside,40
5717028,Bernal Heights,40
6168001,Visitacion Valley,40
6751001,Outer Mission,40
7107046,Oceanview/Merced/Ingleside,40
3578157,Mission,40
5665019,Bernal Heights,40
5340002B,Bayview Hunters Point,40
7003028,Oceanview/Merced/Ingleside,40
3210001,Outer Mission,40
6160006,Portola,40
7117010,Oceanview/Merced/Ingleside,40
7060033,Oceanview/Merced/Ingleside,40
7048042,Oceanview/Merced/Ingleside,40
5715006,Bernal Heights,40
7040B006,Outer Mission,40
4789006A,Bayview Hunters Point,40
7069019A,Oceanview/Merced/Ingleside,40
6339006,Excelsior,40
3569159,Mission,45
0337007,Tenderloin,80
3576091,Mission,55
5471001B,Bayview Hunters Point,40
3608087,Mission,40
3588049H,Mission,45
6244078,Visitacion Valley,40
5353006C,Bayview Hunters Point,40
4276002A,Mission,55
0156018,Nob Hill,65
7098003,Outer Mission,40
5331008,Bayview Hunters Point,40
3578129,Mission,40
4966031,Bayview Hunters Point,40
7335012,Lakeshore,130
6197005D,Visitacion Valley,40
6190026,Visitacion Valley,40
0253020,Nob Hill,65
5963036,Excelsior,40
4760003,Bayview Hunters Point,40
5526039,Bernal Heights,40
5554016,Bernal Heights,40
3568019,Mission,45
0292004,Financial District/South Beach,250
3638014,Mission,40
5706008,Bernal Heights,40
7044B016,Outer Mission,40
3593014,Mission,65
5701030,Bernal Heights,40
4013019,Mission,55
6521048,Mission,40
4003010,Potrero Hill,40
0809011,Hayes Valley,50
5307017C,Bayview Hunters Point,40
3778046A,South of Market,55
6256012A,Visitacion Valley,40
4003018,Potrero Hill,40
3555002,Mission,55
4142001,Mission,55
7062038,Oceanview/Merced/Ingleside,40
4072001,Potrero Hill,40
3146014,Outer Mission,40
0741008,Tenderloin,80
6358010,Visitacion Valley,40
3647041,Mission,40
5340018,Bayview Hunters Point,40
3728053,South of Market,45
6348017,Excelsior,40
0274014,Nob Hill,65
7010006,Oceanview/Merced/Ingleside,40
4159003,Potrero Hill,40
3609091,Mission,40
4211024,Mission,40
6996006,Oceanview/Merced/Ingleside,40
6252035,Visitacion Valley,40
6688014,Bernal Heights,40
6015043,Excelsior,40
5678001,Bernal Heights,40
4995023,Bayview Hunters Point,40
5550040,Bernal Heights,40
7091028,Oceanview/Merced/Ingleside,40
6468A024,Excelsior,40
6325029,Visitacion Valley,40
3591025,Mission,58
3598176,Mission,40
0650007,Pacific Heights,40
6800042,Outer Mission,40
0725030,Western Addition,130
7103050,Oceanview/Merced/Ingleside,40
5501032,Bernal Heights,40
5386018,Bayview Hunters Point,40
5397018,Bayview Hunters Point,40
4097044A,Potrero Hill,40
6052008,Portola,40
5661009,Bernal Heights,40
5353A011,Bayview Hunters Point,40
6130027,Portola,40
6175042,Visitacion Valley,40
4008003F,Potrero Hill,40
0662032,Pacific Heights,40
5928031,Portola,40
5947017,Excelsior,40
6302020,Visitacion Valley,40
3532019B,Mission,50
6722043,Outer Mission,40
6303040,Visitacion Valley,40
6522044,Mission,40
6006006,Excelsior,40
5655034,Bernal Heights,40
3552033,Mission,58
4271032,Mission,40
4029019,Potrero Hill,40
5688023,Bernal Heights,40
5684004,Bernal Heights,40
5067A006B,Visitacion Valley,40
4073012,Potrero Hill,40
4720095,Bayview Hunters Point,40
3727101,South of Market,65
0144002,North Beach,40
3777005,South of Market,45
5616032,Bernal Heights,40
0711013,Western Addition,160
5859014,Portola,40
0663005,Pacific Heights,40
0724041,Western Addition,50
6007005,Excelsior,40
3610044A,Mission,40
6308004G,Visitacion Valley,40
6466006A,Excelsior,40
4142023,Mission,40
4758025,Bayview Hunters Point,40
7065058,Outer Mission,40
5556025,Bernal Heights,40
5936026,Excelsior,40
6024005,Excelsior,40
6357039,Visitacion Valley,40
5723003,Bernal Heights,40
7055014C,Oceanview/Merced/Ingleside,40
6113047,Portola,40
3516039,Mission,40
5641008,Bernal Heights,40
5519038,Bernal Heights,40
7059019,Oceanview/Merced/Ingleside,40
6159004,Portola,40
0653031,Pacific Heights,40
7105022C,Oceanview/Merced/Ingleside,40
6116043,Portola,40
7362001,Lakeshore,65
6327011,Visitacion Valley,40
7052016,Oceanview/Merced/Ingleside,40
0129006,Chinatown,40
5665007,Bernal Heights,40
6081020,Excelsior,40
6276019,Excelsior,40
0143052,North Beach,40
3569021,Mission,45
7006014,Oceanview/Merced/Ingleside,40
5628020,Bernal Heights,40
5617004,Bernal Heights,40
3528011,Mission,40
6305016,Visitacion Valley,40
7017013,Oceanview/Merced/Ingleside,40
5673028,Bernal Heights,40
6973041,Outer Mission,85
0146022,Chinatown,40
6489060,Excelsior,40
4937009A,Bayview Hunters Point,40
5378028A,Bayview Hunters Point,40
3727072A,South of Market,40
6050025,Portola,40
5947007,Excelsior,40
5811028,Bernal Heights,40
0161015,Chinatown,65
7173011,Outer Mission,40
6005027,Excelsior,40
6464022,Excelsior,40
7164028,Outer Mission,40
6511009,Mission,40
4153042,Mission,40
6634046,Noe Valley,40
5689045,Bernal Heights,40
6452018,Excelsior,40
6085043,Excelsior,40
7065049,Outer Mission,40
3613047,Mission,40
5992012,Portola,40
4153027,Mission,40
0104019,North Beach,40
5397026,Bayview Hunters Point,40
5655027,Bernal Heights,40
5927018,Portola,40
5726022,Bernal Heights,40
6459004,Excelsior,40
5306025,Bayview Hunters Point,40
5841009,Bernal Heights,40
5617052,Bernal Heights,40
0225006,Chinatown,50
4337013,Mission,40
6087035,Excelsior,40
4271023,Mission,40
3617052,Mission,40
5714001,Bernal Heights,40
4260021,Potrero Hill,40
5937049,Excelsior,40
3726110,South of Market,85
5892015A,Excelsior,40
6250005,Visitacion Valley,40
5542037,Bernal Heights,40
0684045,Japantown,50
4217008,Potrero Hill,40
5723002,Bernal Heights,40
4212026,Mission,40
4792025,Bayview Hunters Point,40
3202028,Outer Mission,40
6942048,Oceanview/Merced/Ingleside,40
5826005,Bernal Heights,40
7060018,Oceanview/Merced/Ingleside,40
6446030,Excelsior,40
0054044A,North Beach,40
3643050,Mission,55
0756007,Western Addition,50
5537028,Bernal Heights,40
5943020,Excelsior,40
5839009,Bernal Heights,40
4150013,Mission,40
7041011,Outer Mission,40
6317022,Visitacion Valley,40
7115049,Oceanview/Merced/Ingleside,40
6278016,Excelsior,40
4809002,Bayview Hunters Point,40
6083033,Excelsior,65
6352015,Excelsior,40
6122019B,Portola,40
5387019,Bayview Hunters Point,40
6338022B,Excelsior,40
5926002,Portola,40
6238001,Visitacion Valley,40
5870037,Excelsior,40
3517039,South of Market,65
5517082,Bernal Heights,40
6360013,Visitacion Valley,40
7009014,Oceanview/Merced/Ingleside,40
7072043,Oceanview/Merced/Ingleside,40
5355047,Bayview Hunters Point,40
6208054,Visitacion Valley,40
7149011,Oceanview/Merced/Ingleside,40
6533036,Mission,40
7031015D,Outer Mission,40
5640023,Bernal Heights,40
6799017,Outer Mission,40
5308017,Bayview Hunters Point,40
4644005,Bayview Hunters Point,160
7081A008,Oceanview/Merced/Ingleside,40
3614094,Mission,50
6489073,Excelsior,40
5337009,Bayview Hunters Point,40
5655019,Bernal Heights,40
5016011A,Bayview Hunters Point,40
0652020,Pacific Heights,40
6526029,Mission,50
5312047,Bayview Hunters Point,40
3774045,Financial District/South Beach,65
3786035,South of Market,250
7117009,Oceanview/Merced/Ingleside,40
6304035,Visitacion Valley,40
3633050,Mission,40
3707021,Financial District/South Beach,300
4268015,Mission,40
6006029,Excelsior,40
5522016,Bernal Heights,40
6043001,Portola,40
5746025,Bernal Heights,40
6417007,Excelsior,40
5664024,Bernal Heights,40
5678036,Bernal Heights,40
2821026,Twin Peaks,40
7032A007E,Outer Mission,40
5505019,Bernal Heights,40
6692003,Bernal Heights,40
4269024,Mission,40
7089025A,Oceanview/Merced/Ingleside,40
3610024,Mission,55
7145040,Outer Mission,40
7145062,Outer Mission,40
7015010,Oceanview/Merced/Ingleside,40
6190001,Visitacion Valley,40
7086027,Oceanview/Merced/Ingleside,40
4103049,Potrero Hill,40
6532007C,Mission,40
6016020,Excelsior,40
0156035,Nob Hill,65
4214012,Mission,40
3552029A,Mission,58
6525028,Mission,40
0834018,Hayes Valley,85
6312005,Visitacion Valley,40
5353004D,Bayview Hunters Point,40
3525081,South of Market,55
4334004,Mission,40
5319048,Bayview Hunters Point,40
5717007,Bernal Heights,40
4272006,Mission,40
5967022,Excelsior,40
0040011,North Beach,40
5942027A,Excelsior,40
3210018,Outer Mission,40
5874004,Portola,40
6750050,Outer Mission,40
3703033,South of Market,120
5404002,Bayview Hunters Point,40
6796045,Outer Mission,40
6747016,Outer Mission,40
6524014,Mission,40
6322016,Visitacion Valley,40
5980017C,Portola,40
0282007,Nob Hill,80
4264029,Mission,40
6173014,Visitacion Valley,40
7117008,Oceanview/Merced/Ingleside,40
5699031,Bernal Heights,40
5525023,Bernal Heights,40
0324014,Tenderloin,80
3513058,Mission,85
5946005,Excelsior,40
4275012B,Mission,40
4944027,Bayview Hunters Point,40
4175023,Potrero Hill,240
6422014,Excelsior,40
3598047,Mission,40
6531021A,Mission,40
5382048,Bayview Hunters Point,40
5665032,Bernal Heights,40
7050012,Oceanview/Merced/Ingleside,40
6798041,Outer Mission,40
6970002C,Outer Mission,40
5395009,Bayview Hunters Point,40
5886005,Excelsior,40
6147041,Portola,40
3547001,Mission,68
5353B006,Bayview Hunters Point,40
6311024,Visitacion Valley,65
6795A024,Outer Mission,40
6754031,Outer Mission,40
4334001,Mission,40
6326001E,Visitacion Valley,40
6016008,Excelsior,40
3180840,West of Twin Peaks,78
4069017,Potrero Hill,40
7040A002,Outer Mission,40
6499045,Excelsior,40
7315001,Lakeshore,40
6192021,Visitacion Valley,40
4268039,Mission,40
6531011,Mission,55
5804024,Bernal Heights,40
3642096,Mission,55
4757031,Bayview Hunters Point,40
7054015,Oceanview/Merced/Ingleside,40
6994010,Oceanview/Merced/Ingleside,40
5084016,Bayview Hunters Point,40
4144040,Mission,40
4004039,Potrero Hill,40
3571004C,Mission,58
4102023,Potrero Hill,40
3211003D,Outer Mission,40
4160054,Potrero Hill,40
5519036,Bernal Heights,40
6116022,Portola,40
6131058,Portola,40
3730043,South of Market,40
4260013,Potrero Hill,40
1546048,Inner Richmond,40
3577041,Mission,55
6459010,Excelsior,40
6051015,Portola,40
6958052,Outer Mission,40
6436022,Excelsior,40
3519013,South of Market,55
5290040,Bayview Hunters Point,40
6530001,Mission,55
3589014,Mission,65
0650041,Pacific Heights,40
5982007B,Portola,40
0662035,Pacific Heights,40
7044B001,Outer Mission,40
4150028,Mission,40
3753081,South of Market,85
7007019,Oceanview/Merced/Ingleside,40
5512014,Bernal Heights,40
6276015,Excelsior,40
5306004,Bayview Hunters Point,40
5815021,Bernal Heights,40
7096A010,Outer Mission,40
6597032,Bernal Heights,40
6530010A,Mission,45
6240025,Visitacion Valley,40
7064A025A,Outer Mission,40
6797003,Outer Mission,40
7103048,Oceanview/Merced/Ingleside,40
4035004,Potrero Hill,40
5653033,Bernal Heights,40
5612020,Bernal Heights,40
7057008,Oceanview/Merced/Ingleside,40
5336026,Bayview Hunters Point,40
5331001,Bayview Hunters Point,40
7061003,Oceanview/Merced/Ingleside,40
5619066,Bernal Heights,40
5718059,Bernal Heights,40
4271051,Mission,40
4095017,Potrero Hill,40
0650024,Pacific Heights,40
3754059,South of Market,45
6011012,Excelsior,40
4150007,Mission,40
3775022,Financial District/South Beach,45
4943012,Bayview Hunters Point,40
0006001,North Beach,40
4271009,Mission,40
6240018,Visitacion Valley,40
4281A011,Potrero Hill,40
0157021,Nob Hill,40
0305009,Tenderloin,130
6358018,Visitacion Valley,40
6418015,Excelsior,40
3758131,South of Market,30
7129004,Oceanview/Merced/Ingleside,40
3595069,Mission,55
7006015,Oceanview/Merced/Ingleside,40
5891025,Excelsior,40
3728035,South of Market,45
5697025,Bernal Heights,40
6168022,Visitacion Valley,40
6081021,Excelsior,40
3975002,Mission,40
4993009,Bayview Hunters Point,40
6498001,Excelsior,40
0672013,Western Addition,80
4089005,Mission,55
4100117,Potrero Hill,40
7107015A,Oceanview/Merced/Ingleside,40
5428F013,Bayview Hunters Point,65
5637030,Bernal Heights,40
6014009,Excelsior,40
5914013,Excelsior,40
5874006,Portola,40
0157057,Nob Hill,40
4272008,Mission,40
5071033,Bayview Hunters Point,40
5721085,Bernal Heights,40
4710076,Bayview Hunters Point,40
6522064,Mission,55
5393016,Bayview Hunters Point,40
5720010,Bernal Heights,40
6277049,Excelsior,40
6322013,Visitacion Valley,40
0146040,Chinatown,40
4098013,Potrero Hill,40
5384A037,Bayview Hunters Point,40
6170045,Portola,40
6785015,Outer Mission,40
5942012,Excelsior,40
6079023,Excelsior,40
5405042,Bayview Hunters Point,40
6338012,Excelsior,40
6474015A,Excelsior,40
5387018,Bayview Hunters Point,40
7106008,Oceanview/Merced/Ingleside,40
4069019,Potrero Hill,40
0151052,Nob Hill,40
4101046,Potrero Hill,40
3607070A,Mission,40
3733031,South of Market,85
7002014,Oceanview/Merced/Ingleside,40
0194034,Chinatown,65
6082023,Excelsior,40
6178034,Visitacion Valley,40
6465033,Excelsior,40
0223016,Nob Hill,65
4093133,Potrero Hill,40
0664017,Pacific Heights,40
6473014,Excelsior,40
5720061,Bernal Heights,40
3769002,Financial District/South Beach,84
5897015,Excelsior,40
6991009,Oceanview/Merced/Ingleside,40
6020015,Excelsior,40
7058005,Oceanview/Merced/Ingleside,40
5922011,Portola,40
6079024,Excelsior,40
3587073,Mission,40
6089032,Excelsior,40
4041002,Potrero Hill,58
5892013,Excelsior,40
5695024,Bernal Heights,40
6038025,Portola,40
6953020,Outer Mission,40
6096001,McLaren Park,40
4100067,Potrero Hill,40
5925016,Portola,40
5744050,Bernal Heights,40
5407038,Bayview Hunters Point,40
5890017C,Excelsior,40
6443043,Excelsior,40
4158060,Potrero Hill,40
6473002H,Excelsior,40
5447037,Bayview Hunters Point,40
6691030,Bernal Heights,40
6163007,McLaren Park,40
5016019,Bayview Hunters Point,40
5615028,Bernal Heights,40
5384A031,Bayview Hunters Point,40
7007005,Oceanview/Merced/Ingleside,40
6409013,Excelsior,65
4206034A,Mission,40
6197004B,Visitacion Valley,40
6024026D,Excelsior,40
5653004,Bernal Heights,40
7078027,Oceanview/Merced/Ingleside,40
0160002,Chinatown,85
6249018,Visitacion Valley,55
3777028,South of Market,45
7019041,Oceanview/Merced/Ingleside,40
7103031,Oceanview/Merced/Ingleside,40
3754028,South of Market,45
7159009,Outer Mission,40
0685012,Japantown,50
4161080,Potrero Hill,40
5325011,Bayview Hunters Point,40
6602018,Noe Valley,40
5888003,Excelsior,40
0272005,Nob Hill,65
6298006,Visitacion Valley,40
6282007A,Excelsior,40
6166031,Visitacion Valley,40
4758016,Bayview Hunters Point,40
6272009,Excelsior,40
0299020,Nob Hill,80
7053024,Oceanview/Merced/Ingleside,40
3634007,Mission,40
6273010,Excelsior,40
5325015C,Bayview Hunters Point,40
5540015,Bernal Heights,40
5375018,Bayview Hunters Point,40
3631031,Mission,40
3568034A,Mission,45
7016016,Oceanview/Merced/Ingleside,40
5883036,Portola,40
4591B090,Bayview Hunters Point,40
5321033,Bayview Hunters Point,40
6956024,Outer Mission,65
0661011,Pacific Heights,40
5687035,Bernal Heights,40
5386009,Bayview Hunters Point,40
7001014,Oceanview/Merced/Ingleside,40
4758042,Bayview Hunters Point,40
4266035,Mission,55
3974020,Mission,58
7049007,Oceanview/Merced/Ingleside,40
3780083,South of Market,48
6204009,Visitacion Valley,40
6090029,Excelsior,40
3153045,Outer Mission,40
5978014,Portola,40
6081026,Excelsior,40
5338021,Bayview Hunters Point,40
0054011,North Beach,40
4001004,Potrero Hill,40
6485005,Excelsior,40
7162013,Outer Mission,40
6534007,Mission,40
7107015,Oceanview/Merced/Ingleside,40
6249023,Visitacion Valley,55
5642064,Bernal Heights,40
3974019,Mission,58
6799012A,Outer Mission,40
5628016,Bernal Heights,40
6751043,Outer Mission,40
3588038,Mission,45
4909007,Bayview Hunters Point,40
0161020,Chinatown,85
6086018,Excelsior,40
5744066,Bernal Heights,40
5409037,Bayview Hunters Point,40
6794007,Outer Mission,40
5557022,Bernal Heights,40
7109A029,Outer Mission,40
5258070,Bayview Hunters Point,40
5907006,Excelsior,40
5550063,Bernal Heights,40
4088006,Mission,40
4074014,Potrero Hill,40
5871046,Excelsior,40
3613034,Mission,40
5955003B,Excelsior,40
3612045,Mission,45
0280011,Nob Hill,80
6345011,Excelsior,40
0161036,Chinatown,65
7124012A,Oceanview/Merced/Ingleside,40
7169047,Outer Mission,40
3149012,Outer Mission,40
4266011,Mission,40
6018038,Excelsior,40
6080056,Excelsior,40
3149032G,Outer Mission,40
5892002,Excelsior,40
5955003,Excelsior,40
5307005,Bayview Hunters Point,40
0258012,Financial District/South Beach,50
4715002,Bayview Hunters Point,40
3643077,Mission,45
5659003,Bernal Heights,40
6451023,Excelsior,40
6257002,Visitacion Valley,40
5842016,Bernal Heights,40
0147008A,Chinatown,65
6464052,Excelsior,40
4965026,Bayview Hunters Point,40
5642009,Bernal Heights,40
6971A066,Outer Mission,40
6279018,Excelsior,40
3595093,Mission,40
6251014,Visitacion Valley,40
6486035,Excelsior,40
5311004,Bayview Hunters Point,40
6239031,Visitacion Valley,40
6245015,Visitacion Valley,40
3145035,Outer Mission,40
5501082,Bernal Heights,50
5995030,Portola,40
7113057,Oceanview/Merced/Ingleside,40
0326010,Tenderloin,225
6340013,Excelsior,40
7121016A,Oceanview/Merced/Ingleside,40
7046022,Oceanview/Merced/Ingleside,40
6468016,Excelsior,40
5447041,Bayview Hunters Point,40
4071023,Potrero Hill,40
3153009,Outer Mission,40
6053032,Portola,40
0052022,North Beach,40
6341021,Excelsior,40
6078010,Excelsior,40
5959035,Excelsior,40
5995009,Portola,40
6166014,Visitacion Valley,40
0193013,Chinatown,50
5311025,Bayview Hunters Point,40
5384C010B,Bayview Hunters Point,40
0309016,Financial District/South Beach,130
5933028,Portola,40
7017039,Oceanview/Merced/Ingleside,40
7071006,Oceanview/Merced/Ingleside,40
5361018,Bayview Hunters Point,40
3745008,Financial District/South Beach,300
6396040,Excelsior,40
7094050,Oceanview/Merced/Ingleside,40
5886044,Excelsior,40
7164009,Outer Mission,40
6992046,Oceanview/Merced/Ingleside,40
5955004D,Excelsior,40
3617100,Mission,40
6992025,Oceanview/Merced/Ingleside,40
5335040,Bayview Hunters Point,40
7126B034,Oceanview/Merced/Ingleside,40
3753345,South of Market,45
7002036,Oceanview/Merced/Ingleside,40
7126B029,Oceanview/Merced/Ingleside,40
3511066,Mission,40
6203009,Visitacion Valley,40
6177004,Visitacion Valley,40
5672019,Bernal Heights,40
5396001B,Bayview Hunters Point,40
6235006,Visitacion Valley,40
5070002A,Bayview Hunters Point,40
3753033,South of Market,45
4761030,Bayview Hunters Point,40
5935035,Excelsior,40
6255004,Visitacion Valley,40
5542003,Bernal Heights,40
4212003,Mission,40
7047043,Oceanview/Merced/Ingleside,40
7010040,Oceanview/Merced/Ingleside,40
3755237,South of Market,40
0298008,Nob Hill,130
4280006,Potrero Hill,40
0661030,Pacific Heights,40
6074032,Excelsior,40
3203016,Outer Mission,40
6244056,Visitacion Valley,40
5501044A,Bernal Heights,50
6469022,Excelsior,40
3775029,Financial District/South Beach,40
5467015,Portola,40
4078014,Mission,40
3211023,Outer Mission,40
5724012,Bernal Heights,40
6341023,Excelsior,40
5877042,Portola,40
7052006,Oceanview/Merced/Ingleside,40
4268010,Mission,40
6530024,Mission,55
6054013,Portola,40
4336011,Mission,40
7032A007J,Outer Mission,40
6489013C,Excelsior,40
6786056,Outer Mission,40
5647009,Bernal Heights,40
6166003,Visitacion Valley,40
6008010,Excelsior,40
7159001C,Outer Mission,40
5987033,Portola,40
6200023,Visitacion Valley,40
4103046,Potrero Hill,40
5478006,Portola,40
6779042,Outer Mission,40
4160070,Potrero Hill,40
0156005,Nob Hill,65
6014041,Excelsior,40
6476009,Excelsior,40
3548019,Mission,58
0744012,Western Addition,80
5335A023,Bayview Hunters Point,40
6969003E,Outer Mission,40
7092005,Oceanview/Merced/Ingleside,40
5943004,Excelsior,40
6993012,Oceanview/Merced/Ingleside,40
5383027,Bayview Hunters Point,40
6446010,Excelsior,40
7101B022,Outer Mission,40
5982005C,Portola,40
0652013,Pacific Heights,40
6320019,Visitacion Valley,40
7062037,Oceanview/Merced/Ingleside,40
6660016,Bernal Heights,40
3755096,South of Market,40
7096C018,Outer Mission,40
3770002,Financial District/South Beach,105
5543010,Bernal Heights,40
6245031,Visitacion Valley,40
5669030,Bernal Heights,40
7133014,Oceanview/Merced/Ingleside,40
4271006,Mission,40
0243027,Chinatown,65
6462008,Excelsior,40
6594023,Noe Valley,40
5898003,Excelsior,40
5054A080,Bayview Hunters Point,40
5659024,Bernal Heights,40
5395027,Bayview Hunters Point,40
5610A036,Bernal Heights,40
6345046,Excelsior,40
5935009,Excelsior,40
5684006,Bernal Heights,40
4283B004,Potrero Hill,40
7094060,Oceanview/Merced/Ingleside,40
4217034,Potrero Hill,40
7049032,Oceanview/Merced/Ingleside,40
5637032,Bernal Heights,40
5934034,Portola,40
5893036,Excelsior,40
3618017,Mission,40
6418060,Excelsior,40
7031010A,Outer Mission,40
7081A039,Oceanview/Merced/Ingleside,40
5611028,Bernal Heights,40
3775137,Financial District/South Beach,40
7044C014,Outer Mission,40
5967023,Excelsior,40
3616013,Mission,55
6095004,Excelsior,40
4710084,Bayview Hunters Point,40
4052002,Potrero Hill,90
6317020,Visitacion Valley,40
5948018,Excelsior,40
0090013,Chinatown,40
5575012,Bernal Heights,40
6282015,Excelsior,40
3549085,Mission,50
3736112,Financial District/South Beach,350
7331247,Lakeshore,40
3609048,Mission,40
5887012A,Excelsior,40
6482019,Excelsior,40
5889004,Excelsior,40
3576028,Mission,45
3616059,Mission,45
7092088,Oceanview/Merced/Ingleside,40
0664025,Pacific Heights,40
5718031,Bernal Heights,40
5322024,Bayview Hunters Point,40
3618068,Mission,40
4150019,Mission,40
5882050,Portola,40
0145030,North Beach,40
5523003,Bernal Heights,40
3615009A,Mission,50
6121009,Portola,40
3523008,Mission,55
7145071,Outer Mission,40
5525025,Bernal Heights,40
7002016,Oceanview/Merced/Ingleside,40
0157032,Nob Hill,65
5978010,Portola,40
6529001,Mission,65
5859028,Portola,40
3760071,South of Market,30
6997007,Oceanview/Merced/Ingleside,40
3780004C,South of Market,68
6483007,Excelsior,40
6341012,Excelsior,40
7052004,Oceanview/Merced/Ingleside,40
6404002,Excelsior,40
6795D006,Outer Mission,40
4153026,Mission,40
6280021,Excelsior,40
7066021,Outer Mission,40
7048019,Oceanview/Merced/Ingleside,40
5654003,Bernal Heights,40
5718012,Bernal Heights,40
5503025,Bernal Heights,40
7072044,Oceanview/Merced/Ingleside,40
7114004A,Oceanview/Merced/Ingleside,40
5875009,Portola,40
5395054,Bayview Hunters Point,40
5939019,Excelsior,40
3144C015,Outer Mission,40
6534052,Mission,40
3587066,Mission,40
7125009B,Oceanview/Merced/Ingleside,40
6016001,Excelsior,40
4966022,Bayview Hunters Point,40
5556012,Bernal Heights,40
4591B019,Bayview Hunters Point,40
5620019,Bernal Heights,40
5961003,Excelsior,40
5671006,Bernal Heights,40
3732127,South of Market,85
6176006,Visitacion Valley,40
0163023,North Beach,65
5524031,Bernal Heights,40
0300003D,Nob Hill,80
5950001B,Excelsior,40
5351032,Bayview Hunters Point,40
7114031A,Oceanview/Merced/Ingleside,40
5541005,Bernal Heights,40
4036011,Potrero Hill,40
6047013A,Portola,40
0700026,Japantown,50
5312039,Bayview Hunters Point,40
1069005,Presidio Heights,40
5701028,Bernal Heights,40
3722081,Financial District/South Beach,320
0183023,Nob Hill,65
4210025,Mission,40
5826014,Bernal Heights,40
5617038,Bernal Heights,40
7147033,Oceanview/Merced/Ingleside,40
5957016,Excelsior,40
5642011A,Bernal Heights,40
5678011,Bernal Heights,40
3632002,Mission,40
3726098,South of Market,45
6306030,Visitacion Valley,40
4969018,Bayview Hunters Point,40
7034003,Oceanview/Merced/Ingleside,40
5394001A,Bayview Hunters Point,40
7159006,Outer Mission,40
5335024,Bayview Hunters Point,40
7029A024,Outer Mission,40
3615031B,Mission,55
5612047,Bernal Heights,40
5690021,Bernal Heights,40
4074013A,Potrero Hill,40
6484008,Excelsior,40
0164017,North Beach,65
0193022,Chinatown,85
5627021,Bernal Heights,40
3641087,Mission,40
5308009A,Bayview Hunters Point,40
4086031,Mission,40
3726054,South of Market,45
5556049,Bernal Heights,40
6277040,Excelsior,40
5383024B,Bayview Hunters Point,40
6634013,Noe Valley,40
5428C016,Bayview Hunters Point,65
0117007,Chinatown,40
5341020,Bayview Hunters Point,40
5858020,Portola,40
4144035,Mission,40
5068004A,Visitacion Valley,40
4084005,Mission,40
5506010,Bernal Heights,40
6442024,Excelsior,40
0146030,Chinatown,65
0733021,Western Addition,50
4162056,Potrero Hill,40
0735022,Western Addition,80
6004029,Excelsior,40
7064008,Outer Mission,40
3638100,Mission,40
6089010,Excelsior,40
5016012,Bayview Hunters Point,40
3704015,South of Market,160
4914004,Bayview Hunters Point,40
6325011,Visitacion Valley,40
5717024A,Bernal Heights,40
3568038,Mission,55
6338009,Excelsior,40
6521067,Mission,40
3640093,Mission,40
5688040,Bernal Heights,40
7130037,Oceanview/Merced/Ingleside,40
4097042A,Potrero Hill,40
3954009,Mission Bay,48
6018021,Excelsior,40
3546001,Mission,55
3641071,Mission,40
5513012G,Bernal Heights,40
5523038,Bernal Heights,40
5710027,Bernal Heights,40
0319020,Tenderloin,80
0763002,Tenderloin,130
5886041,Excelsior,40
5399025,Bayview Hunters Point,40
6167021,Visitacion Valley,40
6478008,Excelsior,40
6736030,Glen Park,40
4153044,Mission,55
5883007,Portola,40
5958019,Excelsior,40
6449010,Excelsior,40
6596013L,Bernal Heights,40
4101034,Potrero Hill,40
6782023,Outer Mission,40
5745024,Bernal Heights,40
5526024,Bernal Heights,40
4711193,Bayview Hunters Point,40
5947034,Excelsior,40
5862A012,Portola,40
7090019,Oceanview/Merced/Ingleside,40
0330001,Tenderloin,130
3643015A,Mission,55
6989005,Oceanview/Merced/Ingleside,40
4788008,Bayview Hunters Point,40
3548064,Mission,48
0181045,Nob Hill,65
5439016,Bayview Hunters Point,40
6348013D,Excelsior,40
7156042,Outer Mission,40
3732091,South of Market,45
5423A009,Bayview Hunters Point,65
6969010,Outer Mission,40
7118003,Oceanview/Merced/Ingleside,40
7116016,Oceanview/Merced/Ingleside,40
6167039,Visitacion Valley,40
5878023,Portola,40
4940025,Bayview Hunters Point,40
7114037A,Oceanview/Merced/Ingleside,40
3718040,Financial District/South Beach,550
6247025,Visitacion Valley,40
6978063,Oceanview/Merced/Ingleside,40
6528071,Mission,40
7129001B,Oceanview/Merced/Ingleside,40
0129028,Chinatown,40
6420029,Excelsior,40
4760013,Bayview Hunters Point,40
5426016,Bayview Hunters Point,40
4082008,Mission,58
6727017,Glen Park,40
4264019A,Mission,40
4159066,Potrero Hill,40
5874016,Portola,40
4991224,Bayview Hunters Point,40
