BlockLot,Height_Ft,Area_1000,Env_1000_Area_Height,Bldg_SqFt_1000,Res_Dummy,Historic,SDB_2016_5Plus,zp_OfficeComm,zp_DRMulti_RTO,zp_FBDMulti_RTO,zp_PDRInd,zp_Public,zp_Redev,zp_RH2,zp_RH3_RM1,DIST_SBayshore,DIST_BernalHts,DIST_Scentral,DIST_Central,DIST_BuenaVista,DIST_Northeast,DIST_WestAddition,DIST_SOMA,DIST_InnerSunset,DIST_Richmond,DIST_Ingleside,DIST_OuterSunset,DIST_Marina,DIST_Mission,SDB_2016_5Plus_EnvFull,Zoning_DR_EnvFull,fzp_expected_units_low,fzp_expected_units_high
2363031,40,3.0,12.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005561759819558114,0.011605423322449801
1402055,40,3.1,12.5,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0047746819414896625,0.009964178987132656
2853042,40,2.8,11.1,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.022143105043517766,0.046108267317177806
0993012,40,2.8,11.2,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004272687822352464,0.008916584371167964
2103043,40,3.0,12.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005566876057625428,0.011616092339203618
7050009,40,2.4711988461519057,9.884795384607623,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.884795384607624,0,0.00023649593846431055,0.0004937875892532297
1891004,40,3.0,12.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005556648280880217,0.011594764093033214
1801027,40,3.0,12.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005552817708249034,0.011586776088518134
4271068,40,2.5999893959686715,10.399957583874686,2.86,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10.399957583874686,0,0.0015948139709737658,0.0033295746572986396
2394012,40,3.0,12.1,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005613378893517471,0.0117131270863067
3792002,55,65.87005456949635,362.2853001322299,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,362.2853001322299,0,26.512424513155647,52.65902446143173
4973026,40,2.3070489940042447,9.228195976016979,1.204,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.22819597601698,0,0.0003231398667102486,0.0006746892483404884
3005010,40,4.3,17.4,1.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.017157604212504462,0.03577630826306287
1156034,65,8.7,56.7,1.6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,56.7,0.0,1.6744542558519908,3.4270866714241777
6957041,40,2.2301889245829765,8.920755698331906,1.15,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8.343203439996086e-05,0.0001742010444892467
0508012,40,16.5,66.0,23.1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.27898847438051044,0.5791620343400963
6735052,40,2.4,9.7,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.009431396573819192,0.01966631750230146
3534051,40,1.9,7.5,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0.0,0.015732624093114815,0.03275521194284916
1921010,40,3.0,11.9,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005506434160555012,0.011489990095525184
2074022,40,1.8,7.1,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0032689750403554828,0.0068212218653059525
5743029,40,1.7400825805230589,6.9603303220922355,1.05,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.118863193451115e-05,0.0001068790606138921
3003012,40,2.6,10.3,1.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.010055776716079571,0.020968158975711734
4025005,40,3.4881079791925624,13.952431916770248,1.603,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.952431916770248,0,0.000946972306720309,0.001977156021021939
5517021,40,4.078286343378286,16.313145373513144,1.42,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,16.313145373513144,0,0.0006055220010885379,0.0012642779458058267
0941030,40,2.5,10.0,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.017955981826900797,0.03739966626999516
0511040,40,2.2,8.7,3.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0156270046656641,0.03254872266515279
3092038,40,2.5,9.9,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.009657541321891524,0.02013778578373521
3637061,40,3.263325823968302,13.05330329587321,3.544,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,13.05330329587321,0,0.10476255361674609,0.2175625099258796
3538077,40,3.1,12.5,3.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,0.0,0.023776013663533102,0.049580098036962235
3601010,40,2.3,9.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.01787791409675182,0.03722735135430334
2610002,40,2.9,11.5,3.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.005727231403443407,0.011950140470654558
1279012,40,2.3,9.2,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0045778031538517465,0.009551809452752644
6277008,40,2.490848890441308,9.963395561765232,1.716,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.963395561765232,0,0.0002721393781284376,0.0005682073969230627
0940011C,40,2.2,8.7,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.015584029057426925,0.032459430005819134
1784006,40,2.9,11.8,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005461143959840201,0.01139548409161334
0756005,50,3.544856874244572,17.724284371222858,4.547,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,17.724284371222858,0,0.09761583525737577,0.2030650143603156
1189020,50,2.8,14.1,3.5,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,14.1,0.0,0.17277200849402402,0.35777710116000644
1168017,50,6.9,34.5,16.9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,34.5,0.0,0.05080067693856515,0.1059651989759332
2200021,40,3.0,12.0,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.015026095250570422,0.031320390559453765
6939026,40,2.5,10.0,5.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.009661616778260038,0.020146541054479758
5957043,40,2.5000159195039684,10.000063678015874,1.31,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.000063678015874,0,0.0002734103876073081,0.0005708611627284952
4088037,40,1.8724657096222423,7.489862838488969,3.0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.00013160407530699028,0.00027477827262340794
5642044,40,2.400020383042145,9.60008153216858,5.4,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,9.60008153216858,0,0.00034973353797838517,0.0007302139354875664
1870005A,40,3.0,12.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0055579257252175536,0.01159742798331342
6012001,40,3.4300248255656713,13.720099302262685,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.720099302262684,0,0.0003772085717341207,0.0007875842015745283
3538134,40,3.1,12.5,1.4,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,12.5,0.0,0.023880021105220587,0.04979670609578978
6554010,40,2.9,11.5,4.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.022801882608433802,0.047480815736485785
1900040,40,2.4,9.8,1.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.004521586363786163,0.009434976609881981
1043007,40,3.9,15.6,2.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.006003820785221054,0.012529192521778332
7076043,40,2.492844637994141,9.971378551976564,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9.971378551976564,0,0.00023859689617418395,0.0004981742464429791
2009004E,40,2.3,9.3,1.7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,9.3,0.0,0.016352333498652942,0.03410280090830468
3578097,40,1.8749745192067098,7.49989807682684,1.241,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.0,0,0.0003785909240863104,0.0007904306056037265
1222002,40,3.1,12.6,4.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.006269599971579567,0.01308182598963949
0164023,65,2.0999946632648903,13.649965311221786,2.6,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,13.649965311221786,0,0.013103762841794033,0.02734257256417087
6801013,40,3.408034591976332,13.63213836790533,2.258,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,13.63213836790533,0,0.0003738324991212177,0.0007805352430884198
6965A043,40,2.4282086344558182,9.712834537823273,1.2,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.712834537823271,0,0.00026551579148112144,0.000554377817207843
1559032,40,3.0,12.0,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004608455721987413,0.009617258050151614
0862043,50,5.0,24.9,5.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.012716207158229194,0.02653251155159008
2799012,40,3.1,12.3,3.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.024466319105865827,0.05094626226339376
6086014,40,2.5020819410258555,10.008327764103422,1.961,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.008327764103422,0,0.0002732301501340373,0.0005704848554446467
0826018,40,7.5,29.9,19.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.09386318946039608,0.19514431475574234
1402051,65,2.6,16.8,4.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.00668501122693106,0.013950499679432706
2397035,85,12.0,102.0,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.12390447344713987,0.2582796681117484
0074043,50,3.4,17.1,4.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.026529819366439222,0.05527614611492328
7107035,40,3.12501475068608,12.50005900274432,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,12.50005900274432,0,0.0003001833150731553,0.0006267625040517975
7048010,40,2.506167462862491,10.024669851449964,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.024669851449964,0,0.00023989027607709004,0.0005008747359474681
5745050,40,2.5015863217658456,10.006345287063382,1.25,1,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,10.006345287063382,0,0.00036824301016062856,0.000768859950529204
1520007D,40,3.0,12.0,4.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004582045609371215,0.009562172245669754
0194023,50,2.5230369320052612,12.615184660026305,9.292,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,12.615184660026303,0,0.00016706274830854305,0.00034881826818371317
7028A022,40,2.1909497706367396,8.763799082546958,1.25,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,6.270431262162767e-05,0.00013092320696539786
1523032,40,3.2,12.7,5.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.00484472909689611,0.010110365756482668
6342011,40,2.5031258561126815,10.012503424450726,1.13,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.012503424450726,0,0.0002738687099637461,0.0005718181022052021
6280015,40,2.499456513052922,9.997826052211687,0.849,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.997826052211687,0,0.00027363831751971184,0.0005713370528305032
5072014,40,2.499998361454318,9.999993445817273,1.7,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9.999993445817273,0,0.0001240368725900274,0.00025898263926635317
0116041,40,1.3952286762047266,5.580914704818906,3.879,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0.0,0,0.001335530924360938,0.0027876329535704374
7070014,40,2.5193810746002905,10.077524298401162,0.0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,10.077524298401162,0,0.0002411732462442136,0.000503553490614487
3045008,40,6.7,26.7,2.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.026578515853270045,0.05541968346606105
0996021,40,2.5,9.8,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.003726923806825037,0.007777653318325487
7258003,40,3.2,12.8,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.012519361067880996,0.026105125466943106
7381061,40,1.191021930238684,4.764087720954736,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0,2.9659525991003613e-05,6.192756161767234e-05
1255124,40,2.6,10.4,3.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.00516591692634675,0.01077895023076157
1190001C,40,3.6,14.4,4.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0.0,0.0,0.04570942268510478,0.09502667121215701
1006023,40,3.0,11.9,6.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.0213250205039538,0.04441709506541084
6009026,40,2.500016325912158,10.000065303648633,1.75,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.000065303648633,0,0.0002731338858832675,0.0005702838576724283
1862A012,40,2.1,8.2,1.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.010212620075315745,0.021287379454842492
0953018,40,3.3,13.4,5.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0.0,0.024116296301223653,0.05023041105961279
5842020,40,3.3027035063872625,13.21081402554905,1.196,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,13.21081402554905,0,0.0003738501811623003,0.0007805717026406802
2050A015,40,7.5,30.0,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.038513158560356746,0.08027335672534253
1067045,40,1.1,4.4,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.003818822273545715,0.00796413109300935
6933011,40,2.5,10.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.0097485663976182,0.020327608262581415
7153054,40,2.204473794845829,8.817895179383315,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00014411688380143824,0.0003009044713048923
2322024,40,3.0,12.0,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005559203463066408,0.011600092484882408
2305030,40,3.0,12.0,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005561759819558114,0.011605423322449801
2698005,40,3.1,12.5,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.02491653462034554,0.05188344964140796
4028016,40,2.4999930680197595,9.999972272079038,1.275,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,9.999972272079038,0,0.0018695406591857163,0.0039030474919917947
0861098,40,4.062503549296106,16.250014197184424,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,16.250014197184424,0,0.0017094860594438523,0.0035690968793745037
1570012B,65,1.9,12.1,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004824771793700345,0.010068479971256932
2395023,40,2.5,10.0,2.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0046110055575519565,0.009621567090877888
1615013G,40,3.0,12.0,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.00459998797375325,0.009599596187889825
2415036,40,3.5,14.2,2.2,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,14.2,0.0,0.06786122587596333,0.1412373429207005
3636005,65,5.048609073708192,32.81595897910325,0.0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.81595897910325,0,0.6346327909499216,1.3079166945692562
3560032,50,2.8,13.8,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.007024051776523039,0.014655798346796837
6082038,40,2.5031355444721215,10.012542177888486,1.75,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,10.012542177888486,0,0.0003573164081735878,0.0007460466972279669
1380028,40,6.0,24.2,4.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.009389329776000543,0.019594225455248467
2346003,40,3.0,12.0,2.7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.0,0.0,0.05711696886945228,0.11887721069460841
5939007,40,2.954663776049371,11.818655104197484,2.106,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.818655104197484,0,0.00032337814345380854,0.0006751902223138276
2386013,40,3.0,12.1,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005604353794714642,0.011694306818623679
5336015,40,3.206001577063691,12.824006308254763,1.747,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,12.824006308254765,0,0.000450796325204046,0.0009412252629989421
6079022,40,2.4999871733337615,9.999948693335046,1.472,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,9.999948693335046,0,0.00027330534817618434,0.0005706418518787464
2422026,40,3.6,14.4,2.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.006680050979531819,0.013938893138422734
2471042,40,2.5,10.0,1.5,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.004618431014431139,0.009637051672232043
5379009,40,2.5065237703358894,10.026095081343557,1.5,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.026095081343556,0,0.0003512397627261069,0.0007333594934235288
2478004,40,2.4,9.7,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.012113273077391525,0.025249021182315437
1167021,40,4.9,19.7,5.8,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.017240946710129403,0.0359555351191415
6766026,40,2.5,10.1,1.2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.009853036804967063,0.02054542945490994
1766051,50,1.1,5.4,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0068064481600401605,0.014187199025075243
6944031,40,2.8,11.3,3.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.010996971782134537,0.022930822458657987
5614051,40,1.7499821724715963,6.999928689886386,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0.00011753665828721386,0.0002454069467456288
6952010,40,3.634121092565692,14.536484370262766,6.269,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,14.536484370262766,0,0.027555715594119366,0.05746215620270592
1236023,50,2.7,13.3,3.7,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0.0,0.0,0.006729893772659649,0.014042090049380162
3983015,40,2.508196748095788,10.032786992383151,2.25,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,10.032786992383151,0,0.005354097506244867,0.011175167392601652
5970017,40,2.9746779667137235,11.898711866854894,1.4,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,11.898711866854894,0,0.00032613491217977844,0.0006809461346710786
1635005A,40,3.0,12.0,3.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.004585206818191996,0.00956876586358429
5810041,40,1.7499878469873038,6.999951387949215,0.36,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.156469284421624e-05,0.00010766425342710922
2677011,40,3.3,13.0,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.016297947923384976,0.033971369826152
2419005S,50,2.5,12.3,2.7,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,12.3,0.0,0.05940397700344209,0.12363133452129442
1554002,40,2.5,10.1,2.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0038633839715484404,0.008062405319222313
1892008,40,3.0,12.0,0.8,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.005566876057625428,0.011616092339203618
6741023,40,2.1,8.5,2.3,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,8.5,0.0,0.06412069106004512,0.13320401499563594
7279030,40,4.0,16.1,2.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.015811941400331004,0.03297056762036927
5072004,40,2.54299895983125,10.171995839325,1.125,1,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,10.171995839325,0,0.00012636827654872285,0.0002638504879123508
7221001D,40,4.7,18.9,2.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.018618847153043853,0.038823280143230166
7544134,40,0.7,2.7,1.9,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.005312468928170257,0.011062489899181892
6258010,40,1.9012413348344195,7.604965339337679,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0,5.434191109005055e-05,0.00011346296715217671
6768040,50,5.0,25.0,7.1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.024847506189698495,0.05181041146496099
2472003O,40,3.0,12.1,1.4,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0056056422061155,0.011696993577978466
6913004,40,7.1,28.3,1.6,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0.0,0.0,0.028313401235837747,0.059036741480090624
1303015,40,3.9,15.8,3.3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.006075446644733346,0.012678672223420152
0266001,450,12.634121488908665,568.5354670008899,0.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,8.640799851422424,17.66889910613145
