route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id,wheelchair_accessible,bikes_allowed
12,M11,11904454_M11,Jackson + Van Ness,1,1201_M11,1256,1,1
12,M21,11904454_M21,Jackson + Van Ness,1,1201_M21,1256,1,1
12,M11,11904455_M11,Jackson + Van Ness,1,1232_M11,1257,1,1
12,M21,11904455_M21,Jackson + Van Ness,1,1232_M21,1257,1,1
12,M11,11904456_M11,Jackson + Van Ness,1,1233_M11,1257,1,1
12,M21,11904456_M21,Jackson + Van Ness,1,1233_M21,1257,1,1
12,M11,11904457_M11,Jackson + Van Ness,1,1231_M11,1257,1,1
12,M21,11904457_M21,Jackson + Van Ness,1,1231_M21,1257,1,1
12,M11,11904458_M11,Jackson + Van Ness,1,1232_M11,1257,1,1
12,M21,11904458_M21,Jackson + Van Ness,1,1232_M21,1257,1,1
12,M11,11904459_M11,Jackson + Van Ness,1,1233_M11,1257,1,1
12,M21,11904459_M21,Jackson + Van Ness,1,1233_M21,1257,1,1
12,M11,11904460_M11,Jackson + Van Ness,1,1231_M11,1257,1,1
12,M21,11904460_M21,Jackson + Van Ness,1,1231_M21,1257,1,1
12,M11,11904461_M11,Jackson + Van Ness,1,1232_M11,1257,1,1
12,M21,11904461_M21,Jackson + Van Ness,1,1232_M21,1257,1,1
12,M11,11904462_M11,Jackson + Van Ness,1,1233_M11,1257,1,1
12,M21,11904462_M21,Jackson + Van Ness,1,1233_M21,1257,1,1
12,M11,11904463_M11,Jackson + Van Ness,1,1231_M11,1257,1,1
12,M21,11904463_M21,Jackson + Van Ness,1,1231_M21,1257,1,1
12,M11,11904464_M11,Jackson + Van Ness,1,1232_M11,1257,1,1
12,M21,11904464_M21,Jackson + Van Ness,1,1232_M21,1257,1,1
12,M11,11904465_M11,Jackson + Van Ness,1,1233_M11,1257,1,1
12,M21,11904465_M21,Jackson + Van Ness,1,1233_M21,1257,1,1
12,M11,11904466_M11,Jackson + Van Ness,1,1231_M11,1257,1,1
12,M21,11904466_M21,Jackson + Van Ness,1,1231_M21,1257,1,1
12,M11,11904467_M11,Jackson + Van Ness,1,1232_M11,1257,1,1
12,M21,11904467_M21,Jackson + Van Ness,1,1232_M21,1257,1,1
12,M11,11904468_M11,Jackson + Van Ness,1,1233_M11,1257,1,1
12,M21,11904468_M21,Jackson + Van Ness,1,1233_M21,1257,1,1
12,M11,11904469_M11,Jackson + Van Ness,1,1231_M11,1257,1,1
12,M21,11904469_M21,Jackson + Van Ness,1,1231_M21,1257,1,1
12,M11,11904470_M11,Jackson + Van Ness,1,1232_M11,1257,1,1
12,M21,11904470_M21,Jackson + Van Ness,1,1232_M21,1257,1,1
12,M11,11904471_M11,Jackson + Van Ness,1,1233_M11,1257,1,1
12,M21,11904471_M21,Jackson + Van Ness,1,1233_M21,1257,1,1
12,M11,11904472_M11,Jackson + Van Ness,1,1231_M11,1257,1,1
12,M21,11904472_M21,Jackson + Van Ness,1,1231_M21,1257,1,1
12,M11,11904473_M11,Jackson + Van Ness,1,1232_M11,1257,1,1
12,M21,11904473_M21,Jackson + Van Ness,1,1232_M21,1257,1,1
12,M11,11904474_M11,Jackson + Van Ness,1,1206_M11,1256,1,1
12,M21,11904474_M21,Jackson + Van Ness,1,1206_M21,1256,1,1
12,M11,11904475_M11,Jackson + Van Ness,1,1204_M11,1256,1,1
12,M21,11904475_M21,Jackson + Van Ness,1,1204_M21,1256,1,1
12,M11,11904476_M11,Jackson + Van Ness,1,1202_M11,1256,1,1
12,M21,11904476_M21,Jackson + Van Ness,1,1202_M21,1256,1,1
12,M11,11904477_M11,Jackson + Van Ness,1,1205_M11,1256,1,1
12,M21,11904477_M21,Jackson + Van Ness,1,1205_M21,1256,1,1
12,M11,11904478_M11,Jackson + Van Ness,1,1207_M11,1256,1,1
12,M21,11904478_M21,Jackson + Van Ness,1,1207_M21,1256,1,1
12,M11,11904479_M11,Jackson + Van Ness,1,1203_M11,1256,1,1
12,M21,11904479_M21,Jackson + Van Ness,1,1203_M21,1256,1,1
12,M11,11904480_M11,Jackson + Van Ness,1,1201_M11,1256,1,1
12,M21,11904480_M21,Jackson + Van Ness,1,1201_M21,1256,1,1
12,M11,11904481_M11,Jackson + Van Ness,1,1206_M11,1256,1,1
12,M21,11904481_M21,Jackson + Van Ness,1,1206_M21,1256,1,1
12,M11,11904482_M11,Jackson + Van Ness,1,1204_M11,1256,1,1
12,M21,11904482_M21,Jackson + Van Ness,1,1204_M21,1256,1,1
12,M11,11904483_M11,Jackson + Van Ness,1,1202_M11,1256,1,1
12,M21,11904483_M21,Jackson + Van Ness,1,1202_M21,1256,1,1
12,M11,11904484_M11,Jackson + Van Ness,1,1205_M11,1256,1,1
12,M21,11904484_M21,Jackson + Van Ness,1,1205_M21,1256,1,1
12,M11,11904485_M11,Jackson + Van Ness,1,1207_M11,1256,1,1
12,M21,11904485_M21,Jackson + Van Ness,1,1207_M21,1256,1,1
12,M11,11904486_M11,Jackson + Van Ness,1,1203_M11,1256,1,1
12,M21,11904486_M21,Jackson + Van Ness,1,1203_M21,1256,1,1
12,M11,11904487_M11,Jackson + Van Ness,1,1201_M11,1256,1,1
12,M21,11904487_M21,Jackson + Van Ness,1,1201_M21,1256,1,1
12,M11,11904488_M11,Jackson + Van Ness,1,1206_M11,1256,1,1
12,M21,11904488_M21,Jackson + Van Ness,1,1206_M21,1256,1,1
12,M11,11904489_M11,Jackson + Van Ness,1,1204_M11,1256,1,1
12,M21,11904489_M21,Jackson + Van Ness,1,1204_M21,1256,1,1
12,M11,11904490_M11,Jackson + Van Ness,1,1202_M11,1256,1,1
12,M21,11904490_M21,Jackson + Van Ness,1,1202_M21,1256,1,1
12,M11,11904491_M11,Jackson + Van Ness,1,1205_M11,1256,1,1
12,M21,11904491_M21,Jackson + Van Ness,1,1205_M21,1256,1,1
12,M11,11904492_M11,Jackson + Van Ness,1,1207_M11,1256,1,1
12,M21,11904492_M21,Jackson + Van Ness,1,1207_M21,1256,1,1
12,M11,11904493_M11,Jackson + Van Ness,1,1203_M11,1256,1,1
12,M21,11904493_M21,Jackson + Van Ness,1,1203_M21,1256,1,1
12,M11,11904494_M11,Jackson + Van Ness,1,1201_M11,1256,1,1
12,M21,11904494_M21,Jackson + Van Ness,1,1201_M21,1256,1,1
12,M11,11904495_M11,Jackson + Van Ness,1,1206_M11,1256,1,1
12,M21,11904495_M21,Jackson + Van Ness,1,1206_M21,1256,1,1
12,M11,11904496_M11,Jackson + Van Ness,1,1204_M11,1256,1,1
12,M21,11904496_M21,Jackson + Van Ness,1,1204_M21,1256,1,1
12,M11,11904497_M11,Jackson + Van Ness,1,1202_M11,1256,1,1
12,M21,11904497_M21,Jackson + Van Ness,1,1202_M21,1256,1,1
12,M11,11904498_M11,Jackson + Van Ness,1,1205_M11,1256,1,1
12,M21,11904498_M21,Jackson + Van Ness,1,1205_M21,1256,1,1
12,M11,11904499_M11,Jackson + Van Ness,1,1207_M11,1256,1,1
12,M21,11904499_M21,Jackson + Van Ness,1,1207_M21,1256,1,1
12,M11,11904500_M11,Jackson + Van Ness,1,1203_M11,1256,1,1
12,M21,11904500_M21,Jackson + Van Ness,1,1203_M21,1256,1,1
12,M11,11904501_M11,Jackson + Van Ness,1,1201_M11,1256,1,1
12,M21,11904501_M21,Jackson + Van Ness,1,1201_M21,1256,1,1
12,M11,11904502_M11,Jackson + Van Ness,1,1206_M11,1256,1,1
12,M21,11904502_M21,Jackson + Van Ness,1,1206_M21,1256,1,1
12,M11,11904503_M11,Jackson + Van Ness,1,1204_M11,1256,1,1
12,M21,11904503_M21,Jackson + Van Ness,1,1204_M21,1256,1,1
12,M11,11904504_M11,Jackson + Van Ness,1,1202_M11,1256,1,1
12,M21,11904504_M21,Jackson + Van Ness,1,1202_M21,1256,1,1
12,M11,11904505_M11,Jackson + Van Ness,1,1205_M11,1256,1,1
12,M21,11904505_M21,Jackson + Van Ness,1,1205_M21,1256,1,1
12,M11,11904506_M11,Jackson + Van Ness,1,1207_M11,1256,1,1
12,M21,11904506_M21,Jackson + Van Ness,1,1207_M21,1256,1,1
12,M11,11904507_M11,Jackson + Van Ness,1,1203_M11,1256,1,1
12,M21,11904507_M21,Jackson + Van Ness,1,1203_M21,1256,1,1
12,M11,11904508_M11,Jackson + Van Ness,1,1201_M11,1256,1,1
12,M21,11904508_M21,Jackson + Van Ness,1,1201_M21,1256,1,1
19,M21,11908298_M21,Beach Street,1,1910_M21,1950,1,1
19,M11,11908299_M11,Beach Street,1,1902_M11,1950,1,1
19,M21,11908299_M21,Beach Street,1,1902_M21,1950,1,1
19,M11,11908300_M11,Beach Street,1,1905_M11,1950,1,1
19,M21,11908300_M21,Beach Street,1,1905_M21,1950,1,1
19,M11,11908301_M11,Beach Street,1,1908_M11,1950,1,1
19,M21,11908301_M21,Beach Street,1,1908_M21,1950,1,1
19,M11,11908302_M11,Beach Street,1,1903_M11,1950,1,1
19,M21,11908302_M21,Beach Street,1,1903_M21,1950,1,1
19,M11,11908303_M11,Beach Street,1,1901_M11,1950,1,1
19,M21,11908303_M21,Beach Street,1,1901_M21,1950,1,1
19,M11,11908304_M11,Beach Street,1,1907_M11,1950,1,1
19,M21,11908304_M21,Beach Street,1,1907_M21,1950,1,1
19,M11,11908305_M11,Beach Street,1,1906_M11,1950,1,1
19,M21,11908305_M21,Beach Street,1,1906_M21,1950,1,1
19,M11,11908306_M11,Beach Street,1,1909_M11,1950,1,1
19,M21,11908306_M21,Beach Street,1,1909_M21,1950,1,1
19,M11,11908307_M11,Beach Street,1,1904_M11,1950,1,1
19,M21,11908307_M21,Beach Street,1,1904_M21,1950,1,1
19,M11,11908308_M11,Beach Street,1,1910_M11,1950,1,1
19,M21,11908308_M21,Beach Street,1,1910_M21,1950,1,1
19,M11,11908309_M11,Beach Street,1,1902_M11,1950,1,1
19,M21,11908309_M21,Beach Street,1,1902_M21,1950,1,1
19,M11,11908310_M11,Beach Street,1,1905_M11,1950,1,1
19,M21,11908310_M21,Beach Street,1,1905_M21,1950,1,1
19,M11,11908311_M11,Beach Street,1,1908_M11,1950,1,1
19,M21,11908311_M21,Beach Street,1,1908_M21,1950,1,1
19,M11,11908312_M11,Beach Street,1,1903_M11,1950,1,1
19,M21,11908312_M21,Beach Street,1,1903_M21,1950,1,1
19,M11,11908313_M11,Beach Street,1,1901_M11,1950,1,1
19,M21,11908313_M21,Beach Street,1,1901_M21,1950,1,1
19,M11,11908314_M11,Beach Street,1,1907_M11,1950,1,1
19,M21,11908314_M21,Beach Street,1,1907_M21,1950,1,1
19,M11,11908315_M11,Beach Street,1,1906_M11,1950,1,1
19,M21,11908315_M21,Beach Street,1,1906_M21,1950,1,1
19,M11,11908316_M11,Beach Street,1,1909_M11,1950,1,1
19,M21,11908316_M21,Beach Street,1,1909_M21,1950,1,1
19,M11,11908317_M11,Beach Street,1,1904_M11,1950,1,1
19,M21,11908317_M21,Beach Street,1,1904_M21,1950,1,1
19,M11,11908318_M11,Beach Street,1,1910_M11,1950,1,1
19,M21,11908318_M21,Beach Street,1,1910_M21,1950,1,1
19,M11,11908319_M11,Beach Street,1,1902_M11,1950,1,1
19,M21,11908319_M21,Beach Street,1,1902_M21,1950,1,1
19,M11,11908320_M11,Beach Street,1,1905_M11,1950,1,1
19,M21,11908320_M21,Beach Street,1,1905_M21,1950,1,1
19,M11,11908321_M11,Beach Street,1,1908_M11,1950,1,1
19,M21,11908321_M21,Beach Street,1,1908_M21,1950,1,1
19,M11,11908322_M11,Beach Street,1,1903_M11,1950,1,1
19,M21,11908322_M21,Beach Street,1,1903_M21,1950,1,1
19,M11,11908323_M11,Beach Street,1,1901_M11,1950,1,1
19,M21,11908323_M21,Beach Street,1,1901_M21,1950,1,1
19,M11,11908324_M11,Beach Street,1,1907_M11,1950,1,1
19,M21,11908324_M21,Beach Street,1,1907_M21,1950,1,1
19,M11,11908325_M11,Beach Street,1,1906_M11,1950,1,1
19,M21,11908325_M21,Beach Street,1,1906_M21,1950,1,1
19,M11,11908326_M11,Beach Street,1,1904_M11,1950,1,1
19,M21,11908326_M21,Beach Street,1,1904_M21,1950,1,1
19,M11,11908327_M11,Beach Street,1,1902_M11,1950,1,1
19,M21,11908327_M21,Beach Street,1,1902_M21,1950,1,1
19,M11,11908328_M11,Beach Street,1,1905_M11,1950,1,1
19,M21,11908328_M21,Beach Street,1,1905_M21,1950,1,1
19,M11,11908329_M11,Beach Street,1,1903_M11,1950,1,1
19,M21,11908329_M21,Beach Street,1,1903_M21,1950,1,1
19,M11,11908330_M11,Beach Street,1,1901_M11,1950,1,1
19,M21,11908330_M21,Beach Street,1,1901_M21,1950,1,1
19,2,11908331,Shipyard,0,1907,1900,1,1
19,2,11908332,Shipyard,0,1905,1900,1,1
19,2,11908333,Shipyard,0,1903,1900,1,1
19,2,11908334,Shipyard,0,1906,1900,1,1
19,2,11908335,Shipyard,0,1901,1900,1,1
19,2,11908336,Shipyard,0,1904,1900,1,1
19,2,11908337,Shipyard,0,1902,1900,1,1
19,2,11908338,Shipyard,0,1903,1900,1,1
19,2,11908339,Shipyard,0,1901,1900,1,1
19,2,11908340,Shipyard,0,1905,1900,1,1
19,2,11908341,Shipyard,0,1907,1900,1,1
19,2,11908342,Shipyard,0,1905,1900,1,1
19,2,11908343,Shipyard,0,1903,1900,1,1
19,2,11908344,Shipyard,0,1901,1900,1,1
19,2,11908345,Shipyard,0,1904,1900,1,1
19,2,11908346,Shipyard,0,1902,1900,1,1
19,2,11908347,Shipyard,0,1907,1900,1,1
19,2,11908348,Shipyard,0,1905,1900,1,1
19,2,11908349,Shipyard,0,1903,1900,1,1
19,2,11908350,Shipyard,0,1906,1900,1,1
19,2,11908351,Shipyard,0,1901,1900,1,1
19,2,11908352,Shipyard,0,1904,1900,1,1
19,2,11908353,Shipyard,0,1902,1900,1,1
19,2,11908354,Shipyard,0,1907,1900,1,1
19,2,11908355,Shipyard,0,1905,1900,1,1
19,2,11908356,Shipyard,0,1903,1900,1,1
19,2,11908357,Shipyard,0,1906,1900,1,1
19,2,11908358,Shipyard,0,1901,1900,1,1
19,2,11908359,Shipyard,0,1904,1900,1,1
19,2,11908360,Shipyard,0,1902,1900,1,1
19,2,11908361,Shipyard,0,1907,1900,1,1
19,2,11908362,Shipyard,0,1905,1900,1,1
19,2,11908363,Shipyard,0,1903,1900,1,1
19,2,11908364,Shipyard,0,1906,1900,1,1
19,2,11908365,Shipyard,0,1901,1900,1,1
19,2,11908366,Shipyard,0,1904,1900,1,1
19,2,11908367,Shipyard,0,1902,1900,1,1
19,2,11908368,Shipyard,0,1907,1900,1,1
19,2,11908369,Shipyard,0,1905,1900,1,1
19,2,11908370,Shipyard,0,1903,1900,1,1
19,2,11908371,Shipyard,0,1906,1900,1,1
19,2,11908372,Shipyard,0,1901,1900,1,1
19,2,11908373,Shipyard,0,1904,1900,1,1
19,2,11908374,Shipyard,0,1902,1900,1,1
19,2,11908375,Shipyard,0,1907,1900,1,1
19,2,11908376,Shipyard,0,1905,1900,1,1
19,2,11908377,Shipyard,0,1903,1900,1,1
19,2,11908378,Shipyard,0,1906,1900,1,1
19,2,11908379,Shipyard,0,1901,1900,1,1
19,2,11908380,Shipyard,0,1904,1900,1,1
19,2,11908381,Shipyard,0,1902,1900,1,1
19,2,11908382,Beach Street,1,1903,1950,1,1
19,2,11908383,Beach Street,1,1906,1950,1,1
19,2,11908384,Beach Street,1,1901,1950,1,1
19,2,11908385,Beach Street,1,1904,1950,1,1
19,2,11908386,Beach Street,1,1902,1950,1,1
19,2,11908387,Beach Street,1,1907,1950,1,1
19,2,11908388,Beach Street,1,1905,1950,1,1
19,2,11908389,Beach Street,1,1903,1950,1,1
19,2,11908390,Beach Street,1,1906,1950,1,1
19,2,11908391,Beach Street,1,1901,1950,1,1
19,2,11908392,Beach Street,1,1904,1950,1,1
19,2,11908393,Beach Street,1,1902,1950,1,1
19,2,11908394,Beach Street,1,1907,1950,1,1
19,2,11908395,Beach Street,1,1905,1950,1,1
19,2,11908396,Beach Street,1,1903,1950,1,1
19,2,11908397,Beach Street,1,1906,1950,1,1
19,2,11908398,Beach Street,1,1901,1950,1,1
19,2,11908399,Beach Street,1,1906,1950,1,1
19,2,11908400,Beach Street,1,1903,1950,1,1
19,2,11908401,Beach Street,1,1906,1950,1,1
19,2,11908402,Beach Street,1,1901,1950,1,1
19,2,11908403,Beach Street,1,1904,1950,1,1
19,2,11908404,Beach Street,1,1902,1950,1,1
19,2,11908405,Beach Street,1,1907,1950,1,1
19,2,11908406,Beach Street,1,1905,1950,1,1
19,2,11908407,Beach Street,1,1903,1950,1,1
19,2,11908408,Beach Street,1,1904,1950,1,1
19,2,11908409,Beach Street,1,1902,1950,1,1
19,2,11908410,Beach Street,1,1907,1950,1,1
19,2,11908411,Beach Street,1,1905,1950,1,1
19,2,11908412,Beach Street,1,1903,1950,1,1
19,2,11908413,Beach Street,1,1901,1950,1,1
19,2,11908414,Beach Street,1,1904,1950,1,1
19,2,11908415,Beach Street,1,1902,1950,1,1
19,2,11908416,Beach Street,1,1901,1950,1,1
19,2,11908417,Beach Street,1,1904,1950,1,1
19,2,11908418,Beach Street,1,1902,1950,1,1
19,2,11908419,Beach Street,1,1907,1950,1,1
19,2,11908420,Beach Street,1,1905,1950,1,1
19,2,11908421,Beach Street,1,1903,1950,1,1
19,2,11908422,Beach Street,1,1906,1950,1,1
19,2,11908423,Beach Street,1,1901,1950,1,1
19,2,11908424,Beach Street,1,1904,1950,1,1
19,2,11908425,Beach Street,1,1902,1950,1,1
19,2,11908426,Beach Street,1,1907,1950,1,1
19,2,11908427,Beach Street,1,1905,1950,1,1
19,2,11908428,Beach Street,1,1901,1950,1,1
19,2,11908429,Beach Street,1,1904,1950,1,1
19,2,11908430,Beach Street,1,1902,1950,1,1
19,2,11908431,Beach Street,1,1907,1950,1,1
19,2,11908432,Beach Street,1,1905,1950,1,1
22,M11,11908681_M11,UCSF Mission Bay,0,2221_M11,2203,1,1
22,M21,11908681_M21,UCSF Mission Bay,0,2221_M21,2203,1,1
22,M11,11908682_M11,UCSF Mission Bay,0,2212_M11,2203,1,1
22,M21,11908682_M21,UCSF Mission Bay,0,2212_M21,2203,1,1
22,M11,11908683_M11,UCSF Mission Bay,0,2214_M11,2203,1,1
22,M21,11908683_M21,UCSF Mission Bay,0,2214_M21,2203,1,1
22,M11,11908684_M11,UCSF Mission Bay,0,2201_M11,2203,1,1
22,M21,11908684_M21,UCSF Mission Bay,0,2201_M21,2203,1,1
22,M11,11908685_M11,UCSF Mission Bay,0,2215_M11,2203,1,1
22,M21,11908685_M21,UCSF Mission Bay,0,2215_M21,2203,1,1
22,M11,11908686_M11,UCSF Mission Bay,0,2213_M11,2203,1,1
22,M21,11908686_M21,UCSF Mission Bay,0,2213_M21,2203,1,1
22,M11,11908687_M11,UCSF Mission Bay,0,2204_M11,2203,1,1
22,M21,11908687_M21,UCSF Mission Bay,0,2204_M21,2203,1,1
22,M11,11908688_M11,UCSF Mission Bay,0,2211_M11,2203,1,1
22,M21,11908688_M21,UCSF Mission Bay,0,2211_M21,2203,1,1
22,M11,11908689_M11,UCSF Mission Bay,0,2203_M11,2203,1,1
22,M21,11908689_M21,UCSF Mission Bay,0,2203_M21,2203,1,1
22,M11,11908690_M11,UCSF Mission Bay,0,2217_M11,2203,1,1
22,M21,11908690_M21,UCSF Mission Bay,0,2217_M21,2203,1,1
22,M11,11908691_M11,UCSF Mission Bay,0,2206_M11,2203,1,1
22,M21,11908691_M21,UCSF Mission Bay,0,2206_M21,2203,1,1
22,M11,11908692_M11,UCSF Mission Bay,0,2205_M11,2203,1,1
22,M21,11908692_M21,UCSF Mission Bay,0,2205_M21,2203,1,1
22,M11,11908693_M11,UCSF Mission Bay,0,2216_M11,2203,1,1
22,M21,11908693_M21,UCSF Mission Bay,0,2216_M21,2203,1,1
22,M11,11908694_M11,UCSF Mission Bay,0,2220_M11,2203,1,1
22,M21,11908694_M21,UCSF Mission Bay,0,2220_M21,2203,1,1
22,M11,11908695_M11,UCSF Mission Bay,0,2207_M11,2203,1,1
22,M21,11908695_M21,UCSF Mission Bay,0,2207_M21,2203,1,1
22,M11,11908696_M11,UCSF Mission Bay,0,2218_M11,2203,1,1
22,M21,11908696_M21,UCSF Mission Bay,0,2218_M21,2203,1,1
22,M11,11908697_M11,UCSF Mission Bay,0,2208_M11,2203,1,1
22,M21,11908697_M21,UCSF Mission Bay,0,2208_M21,2203,1,1
22,M11,11908698_M11,UCSF Mission Bay,0,2219_M11,2203,1,1
22,M21,11908698_M21,UCSF Mission Bay,0,2219_M21,2203,1,1
22,M11,11908699_M11,UCSF Mission Bay,0,2209_M11,2203,1,1
22,M21,11908699_M21,UCSF Mission Bay,0,2209_M21,2203,1,1
22,M11,11908700_M11,UCSF Mission Bay,0,2210_M11,2203,1,1
22,M21,11908700_M21,UCSF Mission Bay,0,2210_M21,2203,1,1
22,M11,11908701_M11,UCSF Mission Bay,0,2202_M11,2203,1,1
22,M21,11908701_M21,UCSF Mission Bay,0,2202_M21,2203,1,1
22,M11,11908702_M11,UCSF Mission Bay,0,2221_M11,2203,1,1
22,M21,11908702_M21,UCSF Mission Bay,0,2221_M21,2203,1,1
22,M11,11908703_M11,UCSF Mission Bay,0,2212_M11,2203,1,1
22,M21,11908703_M21,UCSF Mission Bay,0,2212_M21,2203,1,1
22,M11,11908704_M11,UCSF Mission Bay,0,2201_M11,2203,1,1
22,M21,11908704_M21,UCSF Mission Bay,0,2201_M21,2203,1,1
22,M11,11908705_M11,UCSF Mission Bay,0,2213_M11,2203,1,1
22,M21,11908705_M21,UCSF Mission Bay,0,2213_M21,2203,1,1
22,M11,11908706_M11,UCSF Mission Bay,0,2204_M11,2203,1,1
22,M21,11908706_M21,UCSF Mission Bay,0,2204_M21,2203,1,1
22,M11,11908707_M11,UCSF Mission Bay,0,2214_M11,2203,1,1
22,M21,11908707_M21,UCSF Mission Bay,0,2214_M21,2203,1,1
22,M11,11908708_M11,UCSF Mission Bay,0,2211_M11,2203,1,1
22,M21,11908708_M21,UCSF Mission Bay,0,2211_M21,2203,1,1
22,M11,11908709_M11,UCSF Mission Bay,0,2215_M11,2203,1,1
22,M21,11908709_M21,UCSF Mission Bay,0,2215_M21,2203,1,1
22,M11,11908710_M11,UCSF Mission Bay,0,2203_M11,2203,1,1
22,M21,11908710_M21,UCSF Mission Bay,0,2203_M21,2203,1,1
22,M11,11908711_M11,UCSF Mission Bay,0,2223_M11,2203,1,1
22,M21,11908711_M21,UCSF Mission Bay,0,2223_M21,2203,1,1
22,M11,11908712_M11,UCSF Mission Bay,0,2206_M11,2203,1,1
22,M21,11908712_M21,UCSF Mission Bay,0,2206_M21,2203,1,1
22,M11,11908713_M11,UCSF Mission Bay,0,2205_M11,2203,1,1
27,3,11911594,24th St & Mission,0,2706,2701,1,1
27,3,11911595,24th St & Mission,0,2701,2701,1,1
27,3,11911596,24th St & Mission,0,2703,2701,1,1
27,3,11911597,24th St & Mission,0,2702,2701,1,1
27,3,11911598,24th St & Mission,0,2704,2701,1,1
27,3,11911599,24th St & Mission,0,2705,2701,1,1
27,3,11911600,24th St & Mission,0,2706,2701,1,1
27,3,11911601,24th St & Mission,0,2701,2701,1,1
27,3,11911602,24th St & Mission,0,2703,2701,1,1
27,3,11911603,24th St & Mission,0,2702,2701,1,1
27,3,11911604,24th St & Mission,0,9591,2701,1,1
27,3,11911605,24th St & Mission,0,9592,2701,1,1
27,3,11911606,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911607,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911608,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911609,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911610,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911611,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911612,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911613,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911614,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911615,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911616,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911617,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911618,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911619,Jackson + Van Ness,1,2706,2751,1,1
27,3,11911620,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911621,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911622,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911623,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911624,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911625,Jackson + Van Ness,1,2706,2751,1,1
27,3,11911626,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911627,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911628,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911629,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911630,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911631,Jackson + Van Ness,1,2706,2751,1,1
27,3,11911632,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911633,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911634,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911635,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911636,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911637,Jackson + Van Ness,1,2706,2751,1,1
27,3,11911638,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911639,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911640,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911641,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911642,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911643,Jackson + Van Ness,1,2706,2751,1,1
27,3,11911644,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911645,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911646,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911647,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911648,Jackson + Van Ness,1,2705,2751,1,1
27,3,11911649,Jackson + Van Ness,1,2706,2751,1,1
27,3,11911650,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911651,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911652,Jackson + Van Ness,1,2702,2751,1,1
27,3,11911653,Jackson + Van Ness,1,2704,2751,1,1
27,3,11911654,Jackson + Van Ness,1,2706,2751,1,1
27,3,11911655,Jackson + Van Ness,1,2701,2751,1,1
27,3,11911656,Jackson + Van Ness,1,2703,2751,1,1
27,3,11911657,Jackson + Van Ness,1,9592,2751,1,1
28,M11,11911658_M11,Daly City BART,0,9106_M11,2808,1,1
28,M21,11911658_M21,Daly City BART,0,9106_M21,2808,1,1
28,M11,11911659_M11,Daly City BART,0,9106_M11,2808,1,1
28,M21,11911659_M21,Daly City BART,0,9106_M21,2808,1,1
28,M11,11911660_M11,Daly City BART,0,9107_M11,2808,1,1
28,M21,11911660_M21,Daly City BART,0,9107_M21,2808,1,1
28,M11,11911661_M11,Daly City BART,0,2803_M11,2808,1,1
28,M21,11911661_M21,Daly City BART,0,2803_M21,2808,1,1
28,M11,11911662_M11,Daly City BART,0,2805_M11,2808,1,1
28,M21,11911662_M21,Daly City BART,0,2805_M21,2808,1,1
28,M11,11911663_M11,Daly City BART,0,2806_M11,2808,1,1
28,M21,11911663_M21,Daly City BART,0,2806_M21,2808,1,1
28,M11,11911664_M11,Daly City BART,0,2801_M11,2808,1,1
28,M21,11911664_M21,Daly City BART,0,2801_M21,2808,1,1
28,M11,11911665_M11,Daly City BART,0,2808_M11,2808,1,1
28,M21,11911665_M21,Daly City BART,0,2808_M21,2808,1,1
